input,output
"['batterName | Eduardo_Escobar', 'inningNumber | ninth', 'pitchResult | homer', 'pitcherName | Alexi_Ogando', 'runNumber | two-run']",Alexi Ogando gave up a two-run homer to Eduardo Escobar in the ninth.
"[""matchDate | Monday_night's""]",The opener was a makeup for Monday night's rainout.
"['inningsPitched | 4_1/3', 'pitcherName | Phil_Hughes', 'pitcherRecord | 4-5', 'runNumber | five', 'teamName | Red_Sox']",The Red Sox scored five runs in 4 1/3 innings against Phil Hughes (4-5).
"['batterName | Mike_Napoli', 'homeRunNumber | ninth', 'inningNumber | seventh', 'pitchResult | solo_homer', 'pitcherName | Michael_Tonkin', 'scoreTally | 6-1']","Mike Napoli added a solo homer, his ninth of the season, in the seventh against Michael Tonkin, making it 6-1."
"['batterName | David_Ortiz', 'batterName | Pedroia', 'batterName | Xander_Bogaerts', 'pitchNumber | four', 'pitchNumber | three', 'pitchNumber | two', 'pitchResult | doubles', 'pitchResult | singles']","Pedroia had four singles, Xander Bogaerts added three and David Ortiz had two doubles."
"['teamName | Boston', 'teamName | Minnesota', 'winLossRecord | 1-6']","After going 1-6 on a road trip, Boston got its second outstanding pitching performance against Minnesota."
"['finalScore | 1-0', 'hitNumber | three', 'inningsPitched | eight_innings', 'matchDate | Tuesday_night', 'pitcherName | Clay_Buchholz', 'winLossType | win']",Clay Buchholz allowed three hits in eight innings in a 1-0 series-opening win Tuesday night.
['pitcherName | Roy_Oswalt'],Roy Oswalt is having fun being back in a pennant race.
['competitionName | World_Series'],"He's winning games, getting run support and starring in a rotation that reminds him of the one from his only trip to the World Series."
"['finalScore | 6-0', 'hasLostTeam | Washington_Nationals', 'hasWonTeam | Philadelphia_Phillies', 'inningsPitched | seven', 'matchDate | Sunday', 'pitcherName | Oswalt', 'strikeOutNumber | eight']",Oswalt struck out eight in seven sharp innings and led the Philadelphia Phillies to a 6-0 win over the Washington Nationals on a rainy Sunday.
"[""teamName | Philadelphia's""]",He's leading the charge for Philadelphia's fourth straight trip.
"['competitionName | NL_East', 'pitcherName | Oswalt', 'pitcherRecord | 9-13', 'startsNumber | three', 'teamName | Phillies', 'winLossType | won']","Oswalt (9-13) has won three straight starts for the first time this season, helping the wild-card leading Phillies try to make a move on Atlanta for the NL East lead."
"['hitNumber | five', 'matchDate | July', 'pitcherName | Oswalt', 'teamName | Phillies']","Oswalt allowed five hits, and the Phillies backed him with the kind of run support he rarely got in Houston before getting traded in July."
['inningNumber | eighth'],"He never came out for the eighth after the game was delayed 1 hour, 44 minutes by rain."
"['hasScored | True', 'hitNumber | two', 'pitcherName | right-hander', 'runNumber | a']",The right-hander also got two hits and scored a run.
"['baseNumber | third', 'inningNumber | first', 'leftOnBase | a', 'pitcherName | Oswalt']","Oswalt pitched out of early-inning jams, leaving a runner stranded at third base in the first and fourth innings."
"['pitcherName | Oswalt', 'strikeOutNumber | two']",Oswalt struck out the final two batters of each inning to end those threats.
"['earnedRunsNumber | five', 'pitcherName | Oswalt', 'pitcherRecord | 3-0', 'startsNumber | four']",Oswalt is 3-0 and has allowed only five earned runs over his last four starts.
['runAverage | 2.61'],He'd received the second-lowest run support (2.61 runs) of any starters in the majors this season.
"['pitchResult | shut_out', 'startsNumber | five']",The Astros were shut out in five of his 20 starts.
['pitcherName | Oswalt'],Oswalt is surrounded by aces.
"['fielderName | Cole_Hamels', 'fielderName | Roy_Halladay', 'pitcherName | Oswalt']",Roy Halladay and Cole Hamels in Philadelphia remind Oswalt of the stellar staff in Houston when he was flanked by Andy Pettitte and Roger Clemens.
"['matchDate | 1967', 'pitcherName | J.C._Romero', 'pitcherName | Ryan_Madson', ""teamName | Phillies'""]",Ryan Madson threw a scoreless eighth and J.C. Romero worked the ninth to combine for the Phillies' 15th shutout -- the most since they had 17 in 1967.
"['finalScore | 1-0', 'hasLostTeam | Nats', 'hasWonTeam | Phillies', 'matchDate | Friday']",The Phillies blanked the Nats 1-0 on Friday.
"['finalScore | 8-1', 'hasLostTeam | Phillies', 'hasWonTeam | Nationals', 'pitcherName | Stephen_Strasburg']",The Phillies bounced back a day after they were beaten 8-1 by Stephen Strasburg and the Nationals bullpen.
"['competitionName | NL_East', 'matchDate | July_22', 'teamName | Philadelphia', 'winLossRecord | 22-7']",Philadelphia is 22-7 since July 22 and has a fourth straight NL East title in its sight.
"['fielderName | Chase_Utley', 'fielderName | Ryan_Howard', 'gameNumber | 24', 'matchDate | Sunday', ""teamName | Phillies'""]","Ryan Howard and Chase Utley, who both returned from the disabled list in the last week, sat out Sunday, presumably healthy and fresh for the Phillies' ongoing run of 24 games in 23 days."
"['batterName | Ibanez', 'homeRunNumber | 12th', 'inningNumber | seventh', 'pitchResult | homer', 'runNumber | two-run', 'scoreTally | 6-0']","Ibanez hit his 12th homer of the season, a two-run shot, not long after the tarp was removed in the seventh for a 6-0 lead."
"['RBI | two', 'batterName | Placido_Polanco', 'batterName | Wilson_Valdez', 'inningNumber | sixth', 'runNumber | two-run', 'strikingType | single']","Placido Polanco had two RBIs on a sacrifice fly and single, and Wilson Valdez had a two-run single in the sixth."
"['fielderPosition | starter', 'pitcherName | Scott_Olsen', 'pitcherRecord | 3-6', 'runNumber | four', 'teamName | Nationals', 'teamName | Phillies']",The Phillies scored four runs against Nationals starter Scott Olsen (3-6).
"['matchDate | Monday', ""pitcherName | Oswalt's"", 'teamName | Houston']",Oswalt's start means he'll miss pitching against his former Houston teammates during a four-game series that opens Monday.
"['pitcherName | J.A._Happ', 'teamName | Phillies']","The Phillies will face two of their former starters in J.A. Happ, traded for Oswalt, and Brett Myers."
"['inningNumber | four', 'outNumber | two', 'teamName | Nationals']",The Nationals put a runner in scoring position with less than two outs in each of the first four innings.
"['batterName | Adam_Dunn', 'pitcherName | Oswalt']","Oswalt fanned Adam Dunn and Ryan Zimmerman to end the first, and whiffed Michael Morse and Adam Kennedy to finish the fourth."
"['batterName | Jimmy_Rollins', ""batterName | Polanco's"", 'hasScored | True', 'inningNumber | first', 'pitchResult | double', 'strikingType | sacrifice_fly', 'teamName | Phillies']",Jimmy Rollins hit a leadoff double in the Phillies first and later scored on Polanco's sacrifice fly.
"['RBI | single', 'batterName | Oswalt', ""batterName | Polanco's"", 'inningNumber | third']",Polanco's RBI single in the third drove in Oswalt.
"['baseNumber | second', 'batterName | Carlos_Ruiz', 'inningNumber | sixth', 'outNumber | two', 'pitcherName | Olsen']","With runners on second and third and two outs in the sixth, Olsen intentionally walked Carlos Ruiz."
"['batterName | Valdez', 'inningNumber | second', 'pitchResult | double_play', 'scoreTally | 4-0', 'strikeTrajectory | center']","Valdez, who hit into a double play in the second, lined a single to center for a 4-0 lead."
['pitcherName | Clay_Buchholz'],-- Clay Buchholz had a strong performance in what might have been his final start before returning to the bullpen.
"['batterName | David_Ortiz', 'competitionName | AL_East', 'finalScore | 2-1', 'hasLostTeam | Tampa_Bay_Rays', 'hasWonTeam | Boston_Red_Sox', 'inningsPitched | seventh', 'matchDate | Tuesday_night', 'pitchResult | run-scoring_single', 'pitcherName | Buchholz', 'teamStandings | tied_atop', 'winLossType | beat']","Buchholz pitched into the seventh inning, David Ortiz had a run-scoring single and the Boston Red Sox beat the Tampa Bay Rays 2-1 on Tuesday night to remain tied atop the AL East."
"['hitNumber | five', 'inningsPitched | 6_1/3', 'pitcherName | Buchholz', 'pitcherRecord | 5-9', 'runNumber | one', 'strikeOutNumber | nine', 'walkNumber | two']","Buchholz (5-9) allowed one run, five hits, two walks and struck out nine in 6 1/3 innings."
"['matchDate | Aug._13', 'pitcherName | right-hander']",The right-hander was inserted into the rotation on Aug. 13 after injuries to a couple starting pitchers.
"['earnedRunsNumber | two', 'inningsPitched | 33_1/3', 'locationPlayed | Tropicana_Field', 'pitcherName | Buchholz', 'startsNumber | last_five']","In his last five starts at Tropicana Field, Buchholz has given up two earned runs over 33 1/3 innings."
"['fielderPosition | starters', 'pitcherName | Eduardo_Rodriguez', 'pitcherName | Steven_Wright', 'teamName | Boston']","Two injured Boston starters, Steven Wright and Eduardo Rodriguez, could return shortly."
"['RBI | single', 'batterName | Ortiz', 'gameNumber | 10', 'inningNumber | third']",Ortiz extended his hitting streak to 10 games with an RBI single in the third.
"['baseNumber | third', 'batterName | Mookie_Betts', 'batterName | Ortiz', 'batterName | Ortiz', 'fielderName | Steven_Souza_Jr.', 'fielderPosition | right_fielder', 'pitchResult | single', 'scoreTally | 2-0']",Ortiz scored to make it 2-0 when right fielder Steven Souza Jr. made an errant throw attempting to get Ortiz at third base after fielding Mookie Betts' single.
"['finalScore | 7-2', 'hasLostTeam | Los_Angeles_Angels', 'teamName | Boston', 'teamName | Toronto', 'winLossType | beat']","Boston is tied with Toronto, which beat the Los Angeles Angels 7-2."
"['hitNumber | five', 'inningsPitched | five', 'pitcherName | Chris_Archer', 'pitcherRecord | 7-17', 'pitchesTotalThrown | 109', 'runNumber | two', 'teamName | Rays']","Chris Archer (7-17) gave up two runs, five hits and threw 109 pitches in five innings for the Rays."
"['gameNumber | 20-game', 'matchDate | 2003', 'pitcherName | Mike_Maroth', 'pitcherRecord | 21', ""teamName | Detroit's"", 'winLossType | loser']",The last 20-game loser in the majors was Detroit's Mike Maroth (21) in 2003.
"['matchDate | Sept._19,_2012', 'pitcherName | Archer', 'teamName | Red_Sox', 'winLossRecord | 10']","Archer won his first career start against the Red Sox on Sept. 19, 2012 but has dropped 10 straight decisions to them since."
"['RBI | double', 'batterName | Kevin_Kiermaier', 'inningNumber | fifth', 'teamName | Rays']",The Rays got an RBI double from Kevin Kiermaier in the fifth.
"['batterName | Kiermaier', 'fielderPosition | right_field', 'inningNumber | eighth', 'pitchResult | thrown_out', 'pitchResult | triple', 'pitcherName | Betts']",The speedy Kiermaier was thrown out trying for a triple in the eighth by Betts from right field.
"['outNumber | three', 'pitcherName | Craig_Kimbrel', 'pitcherSaveRecord | 23rd']",Craig Kimbrel got the final three outs for his 23rd save.
['batterName | Billy_Hamilton'],Billy Hamilton is still looking for his first major league plate appearance.
"[""teamName | Cincinnati's"", 'teamName | Reds']","Cincinnati's prized prospect has yet to play in the field, and he's already paying huge dividends for the streaking Reds."
"['baseStolen | second', 'batterName | Hamilton', ""batterName | Todd_Frazier's"", 'finalScore | 4-3', 'hasLostTeam | Los_Angeles_Dodgers', 'hasWonTeam | Cincinnati', 'inningNumber | 10th', 'matchDate | Saturday', 'pitchResult | single']","Hamilton stole second in the 10th inning to set up Todd Frazier's game-winning single, helping Cincinnati beat the Los Angeles Dodgers 4-3 on Saturday."
"['batterName | Ryan_Ludwick', 'inningNumber | 10th', 'pitchResult | walk', 'pitcherName | Brian_Wilson', 'pitcherRecord | 1-1', 'teamName | Cincinnati']",Ryan Ludwick opened the Cincinnati 10th with a leadoff walk against Brian Wilson (1-1).
"['baseNumber | second', 'batterName | Hamilton', 'fielderName | A.J._Ellis', 'fielderPosition | catcher', 'managerName | Dusty_Baker', 'teamName | Reds']","Reds manager Dusty Baker then went to the dynamic Hamilton, and the speedster took second as catcher A.J. Ellis dropped the ball while taking it out of his glove."
"['batterHitsTries | 4_for_4', 'batterName | 22-year-old_Hamilton', 'matchDate | Monday', 'stealNumber | 155']","The 22-year-old Hamilton, who set a professional record with 155 steals in the minors last season, is 4 for 4 on steal attempts since he was promoted on Monday."
['gameNumber | four'],"According to research by the Elias Sports Bureau, he is the first player in major league history to record a stolen base in each of his first four appearances."
"['batterName | Frazier', 'gameNumber | six', 'pitchResult | single', 'strikeTrajectory | right_field', 'strikingType | line-drive', 'teamName | Cincinnati', 'winLossRecord | five', 'winLossType | wins']",Frazier followed with a line-drive single into right field to give Cincinnati five wins in its last six games.
"['batterName | Frazier', 'batterName | Hamilton', 'finalScore | 1-0', 'hasLostTeam | St._Louis', ""hasWonTeam | Reds'"", 'inningNumber | seventh-inning', 'matchDate | Tuesday', 'pitchResult | double']",Frazier also drove Hamilton with a seventh-inning double in the Reds' 1-0 victory against St. Louis on Tuesday.
"['competitionName | NL_West', 'gameNumber | two', 'outNumber | three', 'pitcherName | J.J._Hoover', 'pitcherRecord | 4-5', 'teamName | Cincinnati']",J.J. Hoover (4-5) got three outs for the win as Cincinnati captured the first two games of its weekend series against the NL West leaders.
"['matchDate | Sunday_night', 'teamName | Dodgers', 'teamName | Reds']",The Reds will send Homer Bailey to the mound when they go for the sweep on Sunday night against Dodgers ace Clayton Kershaw.
"['batterName | Yasiel_Puig', 'runNumber | two-run', 'teamName | Los_Angeles', 'winLossRecord | three', 'winLossType | lost']","Yasiel Puig hit a two-run homer for Los Angeles, which has lost three straight."
"['batterHitsTries | 4_for_5', 'batterName | A.J._Ellis', 'batterName | Adrian_Gonzalez', 'hitNumber | two']",Adrian Gonzalez went 4 for 5 and A.J. Ellis also had two hits.
"['pitcherName | right-hander_Zack_Greinke', 'strikeOutNumber | nine', 'teamName | Cincinnati', 'teamName | Dodgers', 'winLossRecord | 15th', 'winLossType | win']",Dodgers right-hander Zack Greinke struck out nine in six innings and was in line for his 15th win before Cincinnati rallied in the seventh.
"['batterName | Cesar_Izturis', 'batterName | Shin-Soo_Choo', 'hasScored | True', 'outNumber | one', 'pitcherName | Paco_Rodriguez', 'scoreTally | tying_it_at_3']","Shin-Soo Choo singled with one out and Cesar Izturis followed a run-scoring double against Paco Rodriguez, tying it at 3."
"['baseNumber | second', 'batterName | Izturis', 'fielderName | Brandon_Phillips', 'fielderPosition | second_base', 'hitNumber | three', 'inningNumber | ninth', 'strikingType | flying_out']","Izturis, starting at second base in place of the injured Brandon Phillips, tied his season high with three hits before flying out in the ninth with the potential winning run on second."
"['batterName | Choo', 'batterName | Joey_Votto', 'hitNumber | two']",Choo and Joey Votto had two hits apiece.
"['hitNumber | eight', 'pitcherName | Greinke', 'walkNumber | one']",Greinke allowed eight hits and walked one.
"['ERA | 2.13', 'pitcherRecord | 11-1', 'startsNumber | 15']",He is 11-1 with a 2.13 ERA in his last 15 starts.
"['competitionName | NL_Central', 'teamName | Reds']",The win helps the Reds keep up the pressure on the top two teams in the bunched NL Central.
"['teamName | Pittsburgh', 'teamName | St._Louis']","Pittsburgh, St. Louis and Cincinnati are all in position to make the playoffs, but the division race is still very much in the balance."
"['hitNumber | nine', 'inningsPitched | seven', 'pitcherName | Mat_Latos', 'runNumber | three', 'teamName | Cincinnati']",Cincinnati ace Mat Latos allowed three runs and nine hits in seven innings.
"['strikeOutNumber | three', 'walkNumber | one']",He struck out three and walked one.
"['batterName | Puig', 'hasScored | True', 'inningNumber | first', 'pitchResult | single', 'strikeTrajectory | left', 'teamName | Dodgers']","The Dodgers grabbed the lead in the first when Puig was hit by a pitch, moved up on Gonzalez's single and scored on Hanley Ramirez's single to left."
"['RBI | singles', 'batterName | Jay_Bruce', 'teamName | Cincinnati']",Cincinnati responded in the bottom half on RBI singles by Jay Bruce and Ludwick.
"['batterName | Puig', 'homeRunNumber | 15th', 'inningNumber | second', 'pitchCount | 2-2', 'scoreTally | 3-2', 'strikeTrajectory | left-field_seats', 'strikingType | drive']","Puig made it 3-2 in the second with his 15th homer, a drive into the left-field seats on a 2-2 pitch."
"['batterName | Ellis', 'pitchResult | single']",Ellis was aboard after a leadoff single.
"['finalScore | 2-0', 'hasLostTeam | Oakland_Athletics', 'inningsPitched | eight', 'matchDate | Tuesday_night', 'pitcherName | Felix_Hernandez', 'winLossType | victory']",SEATTLE -- Felix Hernandez threw eight innings against the Oakland Athletics on Tuesday night in a 2-0 victory.
"['inningNumber | first', 'winLossType | won']",He might have won the game back in the first inning.
"['fielderPosition | ace', 'inningNumber | first', 'onBaseNumber | bases-loaded', 'outNumber | no-out', 'pitcherName | Hernandez', 'pitcherName | right-hander', 'pitcherRecord | 8-9', ""teamName | Seattle_Mariners'""]","Hernandez (8-9), the Seattle Mariners' ace right-hander, worked out of a bases-loaded, no-out jam in the first."
"['batterName | Jack_Cust', 'batterName | Kevin_Kouzmanoff', 'fielderName | Chone_Figgins', 'fielderPosition | second_baseman', 'pitchResult | double_play', 'pitchResult | struck_out', 'strikeTrajectory | to', 'strikingType | two-hop_ground_ball']","He struck out Jack Cust, then induced Kevin Kouzmanoff to hit a two-hop ground ball to second baseman Chone Figgins, who turned it into a routine double play."
"['inningNumber | first-inning', 'pitcherName | Hernandez']",Hernandez settled in after his first-inning blip.
"['battersFacedNumber | 25', 'pitchResult | retired', 'pitchResult | strikeouts', 'pitchResultNumber | 22', 'strikeOutNumber | 12']","Over a span of 25 batters, he retired 22, 12 on strikeouts."
"['pitchResult | singles', 'pitchResult | walk', 'pitchResultNumber | a', 'pitchResultNumber | two']",The only hitters to reach were on two singles and a walk.
"['hitNumber | five', 'inningsPitched | eight']",He scattered five hits over his eight innings.
"['inningNumber | ninth', 'pitcherName | David_Aardsma', 'pitcherSaveRecord | 22nd_save_in_26_opportunities']","David Aardsma took over in the ninth, picking up his 22nd save in 26 opportunities."
"['pitcherName | Hernandez', 'runNumber | nine', 'winLossRecord | nine', 'winLossType | losses']","Run support has been a problem for Hernandez this season, as his teammates have provided just nine total runs in his nine losses."
"['fielderPosition | starter', 'inningsPitched | five', 'pitcherName | Brett_Anderson', 'pitcherRecord | 3-3', ""teamName | A's"", 'teamName | Mariners']",A's starter Brett Anderson (3-3) kept the Mariners in check through five innings.
"['inningNumber | first-inning', 'pitcherName | Anderson']",Anderson also had some first-inning trouble.
"['batterName | Franklin_Gutierrez', 'batterName | Jose_Lopez', 'outNumber | two', 'pitchResult | doubled', 'pitchResult | walked', 'strikeTrajectory | into_the_left-field_corner']","He walked Jose Lopez with two outs, then Franklin Gutierrez doubled into the left-field corner."
"['baseNumber | third', 'batterName | Lopez']","Lopez, who is not fast, was held up at third."
"['batterName | Casey_Kotchman', 'strikeTrajectory | right-side', 'strikingType | groundout']",Casey Kotchman ended it with a right-side groundout.
"['battersFacedNumber | 14', 'inningNumber | fourth', 'outNumber | two-out', 'pitchResult | retire', 'pitchResult | single', 'pitchResultNumber | 13', 'pitcherName | Anderson']","Anderson went on to retire 13 of 14 batters, allowing only a two-out single in the fourth."
"['hitNumber | two', 'inningNumber | sixth', 'inningsPitched | five']",He gave up two hits through five innings but couldn't get through the sixth unharmed.
"['inningNumber | sixth', 'pitchResult | scored', 'runNumber | a', 'teamName | Mariners']",The Mariners finally scored a run in the sixth.
"['batterName | Ichiro_Suzuki', 'hitNumber | 38th', 'strikeTrajectory | infield']",Ichiro Suzuki led off with his major league-leading 38th infield hit.
"['baseNumber | second', 'strikingType | sacrificed']",He was sacrificed to second.
"['batterName | Gutierrez', 'batterName | Kotchman', 'batterName | Suzuki', 'pitchResult | intentional_walk', 'pitchResult | score', 'pitchResult | singled', 'strikeTrajectory | through_the_right_side', 'strikingType | groundout']","After a groundout and an intentional walk to Gutierrez, Kotchman singled through the right side to score Suzuki."
['batterName | Hernandez'],"""I was like, 'Wow, we get a run.' I'm just kidding,"" Hernandez joked. ""I was saying, 'Now you have to keep the lead.' That's what I do."""
"['RBI | single', 'batterName | Gutierrez', 'inningNumber | eighth', 'pitchResult | added_a_run', 'pitcherName | Craig_Breslow', 'strikeTrajectory | to_shallow_left', 'strikingType | lofted', 'teamName | Seattle']",Seattle added a run in the eighth off Craig Breslow when Gutierrez lofted an RBI single to shallow left.
"['pitcherName | Hernandez', 'pitchesTotalThrown | 110', 'teamName | Mariners']","Hernandez threw 110 pitches, but the Mariners have been careful not to overwork him."
['pitcherName | Aardsma'],Aardsma was summoned to finish it.
"['gameNumber | fifth', 'gameNumber | sixth', 'scoreNumber | shut_out', 'scoreNumber | shutout', ""teamName | A's"", 'teamName | Mariners']",It was the sixth shutout for the Mariners and the fifth time the A's have been shut out.
"[""teamName | A's""]",The A's technically halted a notorious streak.
['batterHitsTries | 0-for-35'],"Entering the game, they were 0-for-35 with runners in scoring position."
['batterHitsTries | 0-for-41'],The club record is 0-for-41 set in 1980.
"['batterName | Kurt_Suzuki', 'inningNumber | first', 'onBaseNumber | first', 'onBaseNumber | second', 'pitchResult | singled']",Kurt Suzuki ended it in the first inning when he singled with runners on first and second.
['pitcherName | Hernandez'],"The runners advanced only one base, and Hernandez kept them there."
['teamName | Texas_Rangers'],"After waiting until their 50th season to reach their first World Series, the Texas Rangers are going right back."
"['batterName | Nelson_Cruz', 'fielderName | Michael_Young', 'pitchResult | doubles', 'pitchResultNumber | pair', 'teamName | Rangers']","Nelson Cruz had one more big blast, Michael Young caught the final out long after hitting a pair of doubles in one of the highest-scoring postseason innings ever and the Rangers became the American League's first repeat champion in a decade."
"['competitionName | AL', 'finalScore | 15-5', 'gameNumber | six', 'hasLostTeam | Detroit_Tigers', 'matchDate | Saturday_night', 'pitcherName | Cliff_Lee']","The team that lost Cliff Lee in free agency and held onto Young after his offseason trade request finished off the Detroit Tigers with a 15-5 romp Saturday night to win the AL championship series in six games,"
"['RBI | 13', 'batterName | Cruz', 'homeRunNumber | sixth']","Cruz was selected ALCS MVP after his postseason-record sixth home run of the series, and he also had a record 13 RBIs."
"['batterName | Young', ""competitionName | AL's"", 'inningNumber | third', 'matchDate | 1998-01', 'pitchResult | doubles', 'runNumber | two-run']",Young hit a pair of two-run doubles in a nine-run third inning that sent the Rangers on their way to becoming the AL's first consecutive pennant winner since the New York Yankees won four in a row from 1998-01.
"['locationPlayed | St._Louis', 'matchDate | Wednesday_night', 'teamName | Texas']","Texas will open the World Series on Wednesday night at St. Louis or Milwaukee, seeking the first title in the history of a franchise that started play in 1961."
"['locationPlayed | Texas', 'matchDate | Saturday_night']",The World Series returns deep in the heart of Texas with Game 3 next Saturday night.
"['RBI | five', ""batterName | Brandon_Inge's"", 'batterName | Young', 'pitchResult | homered', 'strikeTrajectory | short_right_field', 'strikingType | popout']","Young, who also homered and had five RBIs in the finale, caught Brandon Inge's game-ending popout in short right field and pumped a right hand into the air signaling ""No. 1"" while fireworks and confetti filled the sky, then ran toward the middle of the field to celebrate with his teammates."
['batterName | Cruz'],"Cruz threw both hands in the air and briefly knelt to a knee in the outfield before running to the infield for the ginger ale-spraying celebration, and a banner was unfurled high over center field declaring the Rangers 2011 AL champions."
"['batterName | Cruz', 'competitionName | AL']",The postgame celebration included Cruz getting the AL MVP trophy.
"['fielderPosition | pitcher', 'managerName | Washington', 'pitcherName | Nolan_Ryan']","With former President George W. Bush seated in the front row alongside Hall of Fame pitcher Nolan Ryan, part of the ownership group that took over the team last year, Washington was at the edge of the dugout wildly waving his arms and shouting encouragement as the big inning unfolded."
"['managerName | Jim_Leyland', 'pitcherName | Max_Scherzer', 'teamName | Tigers']",All Tigers manager Jim Leyland could do was take off his cap and scratch his head as the Rangers kept reaching base off starter Max Scherzer and three relievers.
"['gameNumber | five', 'hasWonTeam | Giants', 'locationPlayed | Texas', 'matchDate | 1972', 'teamName | Washington_Senators']",A franchise that began as the expansion Washington Senators and moved to Texas in 1972 had failed to reach the World Series before losing to the Giants in five games last year.
['teamName | Rangers'],The Rangers had never even won a postseason series before last season.
"['fielderPosition | three', 'matchDate | 2002', 'pitcherName | Scherzer', 'pitcherRecord | 0-1', 'scoreNumber | 14', 'scoreTally | 2-0', 'teamName | Texas']",Texas overcame a 2-0 deficit by sending 14 batters to the plate against Scherzer (0-1) and three relievers in the highest-scoring postseason inning since 2002.
"['pitcherName | Alexi_Ogando', 'pitcherRecord | 2-0', 'scoreNumber | scoreless', 'winLossRecord | second', 'winLossType | win']",Alexi Ogando (2-0) pitched two scoreless innings for his second win in the series.
"['batterName | Young', 'inningNumber | third', 'matchStreakNumber | two', 'pitchResult | extra-base_hits', 'scoreTally | 9-2', 'teamName | Texas']",While Young became only the fourth player in postseason history with two extra-base hits in the same inning -- first a tying double into the left-field corner and then one down the right field line for a 9-2 lead -- every batter in the Texas lineup reached base at least once in the third.
"['competitionName | ALCS', 'finalScore | 19-8', 'gameTally | 3', 'hasLostTeam | Boston', 'hasWonTeam | Yankees', 'matchDate | 2004', 'teamName | Rangers']","By the time all the fireworks was over, the Rangers scored the most runs ever in a postseason game against the Tigers and the most in any postseason contest since the Yankees routed Boston 19-8 in Game 3 of the 2004 ALCS."
"['locationPlayed | Dallas-Fort_Worth_area', 'teamName | Rangers']",Now the Rangers get another chance to bring another championship to the Dallas-Fort Worth area.
"['batterName | Young', 'gameNumber | 1,508', 'locationPlayed | Texas']","In his 11th season in Texas, Young had played in 1,508 regular-season games before finally getting into the playoffs last year."
"['inningNumber | seventh', 'pitchResult | homer', 'strikeTrajectory | 416-foot']",He added a huge exclamation point to his already big night when he led off the seventh with a 416-foot homer to straightaway center.
"['RBI | five', 'batterName | Cruz', 'gameTally | 2', 'teamName | Rangers']","His five RBIs matched the Rangers postseason record, set by Cruz in Game 2."
"['batterName | Young', 'batterName | Young', 'teamName | Rangers']","Last winter, Young had requested a trade after the Rangers signed Adrian Beltre and acquired Mike Napoli, moves that led to Young becoming primarily a designated hitter and first baseman, a position he had never played."
['fielderPosition | second_baseman'],He had already been a starting second baseman and an All-Star at shortstop and third base.
"[""batterName | Young's"", 'gameTally | 5', 'inningNumber | seventh', 'pitchResultNumber | two', 'pitcherRecord | doubles', 'runNumber | 10', 'teamName | Angels']",Young's two doubles came in the highest-scoring inning in a postseason game since the Angels matched a playoff record with 10 runs in the seventh inning of Game 5 during the 2002 ALCS against Minnesota.
"['batterName | Andrus', 'outNumber | one-out', 'strikingType | blooped', ""teamName | Texas'""]","Texas' big inning started when Andrus drew a one-out walk, and Josh Hamilton blooped an opposite-field single to left."
"['batterName | Young', 'pitchResultNumber | consecutive', 'pitcherName | Scherzer', 'scoreTally | tied']","After Young tied it, Beltre hit a go-ahead single under the leg of Scherzer, who was gone after consecutive walks to Napoli and Cruz."
"['batterName | Cruz', 'pitchCount | 0-2', 'pitchResult | walk']",Cruz fought back from an 0-2 count for his walk.
"['batterName | Scherzer', 'pitchCount | 2-2', 'pitcherName | Leyland', 'umpireName | Tim_Welke', 'umpireType | first_base']","On a checked swing on a 2-2 pitch, Scherzer and Leyland both reacted in disbelief when first base umpire Tim Welke signaled no swing."
['batterName | Cruz'],"When the next pitch was ball four, Cruz flipped his bat away and quickly clapped his hands."
"['batterName | David_Murphy', 'pitchNumber | single', 'pitcherName | Daniel_Schlereth', 'runNumber | two-run']","David Murphy hit a two-run single off Daniel Schlereth, facing his only batter in his only appearance of the series."
"['baseNumber | second', 'batterName | Craig_Gentry', 'gameTally | 4', ""pitchResult | fielder's_choice"", 'pitcherName | Rick_Porcello']",Game 4 starter Rick Porcello took over and pinch-hitter Craig Gentry reached on a fielder's choice as Murphy beat the throw to second.
"[""batterName | Ian_Kinsler's"", ""batterName | Young's"", 'pitchResultNumber | second', 'runNumber | two-run']","Ian Kinsler's two-run single made it 7-2, and Young's second double boosted the margin to 9-2."
"['batterName | Beltre', 'inningNumber | five', 'pitchResult | flyout', 'pitcherName | Ryan_Perry']","When Ryan Perry finally induced Beltre to hit an inning-ending flyout, fans roared in anticipation of a World Series berth that wouldn't be official for five more innings."
['teamName | Rangers'],"Most wildly waved white rally towels, and another behind the Rangers dugout swayed a Texas state flag back-and-forth high in the air."
"['competitionName | AL', 'finalScore | 7-5', 'gameTally | 5', 'hasWonTeam | Detroit', 'homeAway | home', 'locationPlayed | Yankee_Stadium', 'matchDate | Thursday']","Detroit had already avoided elimination twice this postseason, winning Game 5 of the AL division series at Yankee Stadium and then extending the ALCS with a 7-5 win at home Thursday."
"['batterName | Miguel_Cabrera', 'gameTally | 7', 'inningNumber | first', 'pitchResult | solo_homers', 'pitcherName | Derek_Holland', 'teamName | Detroit']","Derek Holland allowed solo homers to Miguel Cabrera in the first and Jhonny Peralta in the second as Detroit, seeking its first Series title since 1984, tried to force a Game 7."
